,Temprature,Smoke_8m_above_ground,Vertically Integrated Smoke,Dew Point,Wind Speed,Relative Humidity,Specific Humidity,Downward Long-Wave Rad. Flux,Downward Short-Wave Rad. Flux,Ground Heat Flux,Wind Gust ,Height of the Level of Free Convection,Upward Long-Wave Rad. Flux ,Upward Short-Wave Rad. Flux
2023-04-13 06:00:00,288.0,0.0,2.384185791015625e-07,277.25,3.8203125,47.6875,0.00598907470703125,283.5,-10000.0,140.0,5.875,1294.0,342.75,-10000.0
2023-04-13 07:00:00,285.75,0.0,1.7881393432617188e-07,277.25,1.5654296875,54.1875,0.005931854248046875,274.75,-10000.0,110.0,1.728515625,1294.0,332.5,-10000.0
2023-04-13 08:00:00,284.5,0.0,2.384185791015625e-07,277.5,4.75390625,61.90625,0.00608062744140625,271.0,-10000.0,120.0,6.3515625,1294.0,327.0,-10000.0
2023-04-13 09:00:00,284.0,0.0,2.384185791015625e-07,275.75,4.37890625,58.3125,0.005420684814453125,299.0,-10000.0,90.0,6.34765625,1294.0,324.25,-10000.0
2023-04-13 10:00:00,283.25,0.0,1.7881393432617188e-07,277.0,5.56640625,67.625,0.005840301513671875,318.75,0.0,110.0,8.171875,1294.0,321.0,0.0
2023-04-13 11:00:00,281.75,0.0,1.1920928955078125e-07,276.5,5.5,70.6875,0.005680084228515625,286.5,0.0,130.0,8.5234375,1294.0,314.0,0.0
2023-04-13 12:00:00,281.75,0.0,1.1920928955078125e-07,275.0,6.75390625,67.8125,0.005031585693359375,337.5,0.0,110.0,9.8046875,1294.0,314.0,0.0
2023-04-13 13:00:00,280.0,0.0,5.960464477539063e-08,274.25,7.25390625,72.5,0.0047607421875,328.5,0.300048828125,140.0,10.421875,1294.0,306.75,0.125
2023-04-13 14:00:00,278.25,0.0,5.960464477539063e-08,274.25,6.25390625,87.0,0.004779815673828125,317.5,2.599609375,130.0,10.2734375,1294.0,299.25,0.625
2023-04-13 15:00:00,277.5,0.0,0.0,273.75,5.5,91.0,0.004608154296875,316.5,6.0,130.0,8.6015625,1294.0,295.5,1.2587890625
2023-04-13 16:00:00,278.0,0.0,5.960464477539063e-08,274.25,4.19140625,96.0,0.004749298095703125,320.0,2.0,110.0,5.65625,1294.0,297.75,0.26513671875
2023-04-13 17:00:00,277.75,0.0,1.1920928955078125e-07,274.0,3.94140625,94.0,0.004650115966796875,311.25,24.0,100.0,5.36328125,1294.0,297.0,4.25390625
2023-04-13 18:00:00,277.75,0.0,1.1920928955078125e-07,273.75,4.00390625,93.5,0.004589080810546875,305.5,149.0,80.0,5.03515625,1294.0,297.0,25.765625
2023-04-13 19:00:00,278.75,0.0,1.1920928955078125e-07,271.75,3.94140625,77.875,0.003948211669921875,302.0,104.0,60.0,5.015625,1294.0,301.25,17.640625
